TradingDate,TradingTimeHour,ID,min(Last),avg(Last),max(Last),count(1)
2021-11-12,12,ACA.FR,12.802,12.81314893617021,12.826,329
2021-11-12,13,ACA.FR,12.754,12.791458762886592,12.816,388
2021-11-12,14,ACA.FR,12.752,12.761358139534877,12.772,430
2021-11-12,15,ACA.FR,12.692,12.71266253869966,12.766,969
2021-11-12,16,ACA.FR,12.66,12.685083612040149,12.712,897
2021-11-12,17,ACA.FR,12.668,12.696675381263642,12.732,459
2021-11-08,09,ACAN.FR,0.516,0.5242857142857142,0.528,7
2021-11-08,11,ACAN.FR,0.518,0.5206666666666667,0.526,3
2021-11-08,14,ACAN.FR,0.518,0.518,0.518,1
2021-11-08,15,ACAN.FR,0.518,0.518,0.518,1
2021-11-08,16,ACAN.FR,0.524,0.5255000000000001,0.528,4
2021-11-08,17,ACAN.FR,0.52,0.52,0.52,1
2021-11-09,09,ACAN.FR,0.514,0.523,0.532,2
2021-11-09,10,ACAN.FR,0.514,0.52,0.526,2
2021-11-09,11,ACAN.FR,0.516,0.518,0.52,3
2021-11-09,12,ACAN.FR,0.516,0.516,0.516,1
2021-11-09,16,ACAN.FR,0.52,0.523,0.526,2
2021-11-09,17,ACAN.FR,0.52,0.52,0.52,1
2021-11-10,10,ACAN.FR,0.522,0.522,0.522,2
2021-11-10,12,ACAN.FR,0.522,0.522,0.522,2
2021-11-11,11,ACAN.FR,0.524,0.524,0.524,1
2021-11-11,13,ACAN.FR,0.52,0.522,0.524,2
2021-11-11,15,ACAN.FR,0.528,0.529,0.53,2
2021-11-11,17,ACAN.FR,0.522,0.522,0.522,1
2021-11-12,09,ACAN.FR,0.528,0.531,0.534,4
2021-11-12,10,ACAN.FR,0.53,0.53,0.53,1
2021-11-12,11,ACAN.FR,0.53,0.53,0.53,2
2021-11-12,16,ACAN.FR,0.53,0.532,0.534,2
2021-11-08,09,ADUX.FR,2.2,2.2,2.2,2
2021-11-08,10,ADUX.FR,2.14,2.1700000000000004,2.2,5
2021-11-08,12,ADUX.FR,2.14,2.14,2.14,1
2021-11-08,13,ADUX.FR,2.19,2.19,2.19,1
2021-11-08,14,ADUX.FR,2.19,2.1950000000000003,2.2,2
2021-11-08,15,ADUX.FR,2.15,2.15,2.15,2
2021-11-09,09,ADUX.FR,2.15,2.1550000000000002,2.16,2
2021-11-09,10,ADUX.FR,2.17,2.175,2.18,2
2021-11-09,11,ADUX.FR,2.17,2.17,2.17,1
2021-11-09,12,ADUX.FR,2.18,2.18,2.18,1
2021-11-09,15,ADUX.FR,2.17,2.17,2.17,1
2021-11-09,16,ADUX.FR,2.17,2.17,2.17,1
2021-11-09,17,ADUX.FR,2.17,2.17,2.17,5
2021-11-10,09,ADUX.FR,2.14,2.1500000000000004,2.17,3
2021-11-10,11,ADUX.FR,2.14,2.14,2.14,2
2021-11-10,12,ADUX.FR,2.14,2.14,2.14,3
2021-11-10,14,ADUX.FR,2.14,2.14,2.14,1
2021-11-10,15,ADUX.FR,2.17,2.17,2.17,1
2021-11-10,16,ADUX.FR,2.17,2.17,2.17,1
2021-11-11,09,ADUX.FR,2.14,2.1839999999999997,2.2,5
2021-11-11,10,ADUX.FR,2.15,2.17,2.19,3
2021-11-11,11,ADUX.FR,2.16,2.16,2.16,1
2021-11-11,12,ADUX.FR,2.19,2.19,2.19,1
2021-11-11,16,ADUX.FR,2.16,2.16,2.16,2
2021-11-12,09,ADUX.FR,2.16,2.18,2.2,5
2021-11-12,10,ADUX.FR,2.2,2.2,2.2,2
2021-11-12,11,ADUX.FR,2.15,2.1700000000000004,2.2,5
2021-11-12,12,ADUX.FR,2.18,2.18,2.18,1
2021-11-12,14,ADUX.FR,2.16,2.16,2.16,1
2021-11-12,15,ADUX.FR,2.16,2.175,2.18,4
2021-11-08,09,ADVIC.FR,9.0,9.05142857142857,9.12,21
2021-11-08,10,ADVIC.FR,8.99,9.013333333333335,9.05,9
2021-11-08,11,ADVIC.FR,8.75,8.914565217391305,9.1,46
2021-11-08,12,ADVIC.FR,8.77,8.85913043478261,8.97,23
2021-11-08,13,ADVIC.FR,8.9,8.9,8.9,4
2021-11-08,14,ADVIC.FR,8.84,8.882,8.94,15
2021-11-08,15,ADVIC.FR,8.85,8.92388888888889,9.0,18
2021-11-08,16,ADVIC.FR,8.93,9.033448275862067,9.11,29
2021-11-08,17,ADVIC.FR,8.93,8.991999999999999,9.07,15
2021-11-09,09,ADVIC.FR,8.88,8.962727272727273,9.1,22
2021-11-09,10,ADVIC.FR,8.96,9.09,9.2,26
2021-11-09,11,ADVIC.FR,9.0,9.060416666666667,9.16,24
2021-11-09,12,ADVIC.FR,8.96,9.03,9.15,28
2021-11-09,13,ADVIC.FR,9.12,9.211363636363636,9.29,44
2021-11-09,14,ADVIC.FR,9.21,9.3409375,9.48,64
2021-11-09,15,ADVIC.FR,9.0,9.204833333333333,9.5,60
2021-11-09,16,ADVIC.FR,8.94,9.050416666666667,9.12,24
2021-11-09,17,ADVIC.FR,9.06,9.121,9.17,10
2021-11-10,09,ADVIC.FR,8.87,9.026666666666664,9.2,72
2021-11-10,10,ADVIC.FR,8.84,8.935428571428575,9.09,35
2021-11-10,11,ADVIC.FR,8.85,8.916969696969693,8.97,33
2021-11-10,12,ADVIC.FR,8.78,8.844999999999999,8.96,38
2021-11-10,13,ADVIC.FR,8.77,8.85611111111111,8.96,36
2021-11-10,14,ADVIC.FR,8.76,8.807083333333335,8.87,24
2021-11-10,15,ADVIC.FR,8.78,8.813809523809521,8.87,21
2021-11-10,16,ADVIC.FR,8.77,8.789230769230768,8.83,13
2021-11-10,17,ADVIC.FR,8.75,8.770909090909093,8.82,11
2021-11-11,09,ADVIC.FR,8.7,8.876153846153846,9.14,65
2021-11-11,10,ADVIC.FR,8.88,8.952941176470588,9.1,17
2021-11-11,11,ADVIC.FR,8.84,8.901666666666667,8.99,12
2021-11-11,12,ADVIC.FR,8.82,8.903333333333334,9.05,21
2021-11-11,13,ADVIC.FR,8.72,8.80241379310345,9.0,29
2021-11-11,14,ADVIC.FR,8.75,8.82111111111111,8.85,9
2021-11-11,15,ADVIC.FR,8.76,8.822666666666667,8.99,15
2021-11-11,16,ADVIC.FR,8.75,8.823636363636362,8.88,11
2021-11-11,17,ADVIC.FR,8.74,8.854166666666668,8.93,24
2021-11-12,09,ADVIC.FR,8.7,8.755161290322581,8.82,31
2021-11-12,10,ADVIC.FR,8.74,8.795000000000002,8.84,10
2021-11-12,11,ADVIC.FR,8.7,8.84074074074074,8.98,27
2021-11-12,12,ADVIC.FR,8.9,8.997499999999999,9.1,20
2021-11-12,13,ADVIC.FR,8.87,8.893333333333333,8.92,6
2021-11-12,14,ADVIC.FR,8.82,8.901764705882352,8.97,17
2021-11-12,15,ADVIC.FR,8.88,8.891666666666667,8.91,6
2021-11-12,16,ADVIC.FR,8.8,8.843571428571428,8.9,14
2021-11-12,17,ADVIC.FR,8.8,8.877692307692309,8.97,13
2021-11-08,09,AFME.FR,6.0,6.0,6.0,1
2021-11-08,10,AFME.FR,6.07,6.08,6.09,2
2021-11-08,11,AFME.FR,6.0,6.035,6.07,2
2021-11-08,12,AFME.FR,6.0,6.0,6.0,1
2021-11-08,15,AFME.FR,6.0,6.005,6.01,2
2021-11-08,16,AFME.FR,5.8,5.833333333333333,5.91,12
2021-11-09,09,AFME.FR,5.7,5.782857142857142,5.89,7
2021-11-09,10,AFME.FR,5.89,5.89,5.89,1
2021-11-10,09,AFME.FR,5.88,5.883333333333333,5.89,3
2021-11-10,10,AFME.FR,5.89,5.89,5.89,1
2021-11-10,11,AFME.FR,5.8,5.816666666666666,5.89,6
2021-11-10,12,AFME.FR,5.76,5.816666666666666,5.89,3
2021-11-10,14,AFME.FR,5.89,5.89,5.89,1
2021-11-10,15,AFME.FR,5.89,5.89,5.89,2
2021-11-11,09,AFME.FR,5.89,5.89,5.89,1
2021-11-11,10,AFME.FR,5.7,5.764,5.86,5
2021-11-11,11,AFME.FR,5.89,5.89,5.89,1
2021-11-11,12,AFME.FR,5.76,5.76,5.76,1
2021-11-11,13,AFME.FR,5.89,5.89,5.89,1
2021-11-11,15,AFME.FR,5.89,5.89,5.89,1
2021-11-12,09,AFME.FR,5.89,5.89,5.89,2
2021-11-12,11,AFME.FR,5.8,5.85,5.9,4
2021-11-12,13,AFME.FR,5.81,5.855,5.9,2
2021-11-12,16,AFME.FR,5.8,5.874,5.9,5
2021-11-08,09,AIR.FR,113.68,114.48573371104831,115.32,1765
2021-11-08,10,AIR.FR,114.5,114.91812877263591,115.3,994
2021-11-08,11,AIR.FR,114.28,114.87232300884986,115.22,904
2021-11-08,12,AIR.FR,114.6,114.93407801418444,115.26,564
2021-11-08,13,AIR.FR,114.62,114.93040860215027,115.18,465
2021-11-08,14,AIR.FR,114.5,114.93553719008277,115.22,605
2021-11-08,15,AIR.FR,114.5,114.73975,115.0,800
2021-11-08,16,AIR.FR,114.76,115.14500914076798,115.48,1094
2021-11-08,17,AIR.FR,115.24,115.3793984962404,115.64,532
2021-11-09,09,AIR.FR,114.84,116.0854440789476,116.76,1216
2021-11-09,10,AIR.FR,116.42,116.85694063926917,117.14,876
2021-11-09,11,AIR.FR,116.42,116.8311340206188,117.18,873
2021-11-09,12,AIR.FR,116.12,116.38213213213216,116.62,666
2021-11-09,13,AIR.FR,116.18,116.44863636363631,116.6,440
2021-11-09,14,AIR.FR,116.2,116.38003773584916,116.7,530
2021-11-09,15,AIR.FR,116.1,116.60211843202684,116.9,1199
2021-11-09,16,AIR.FR,115.9,116.35279628195181,116.68,1291
2021-11-09,17,AIR.FR,116.24,116.43082892416226,116.62,567
2021-11-10,09,AIR.FR,115.82,116.78384615384613,117.62,1092
2021-11-10,10,AIR.FR,115.4,115.75592145015132,116.26,662
2021-11-10,11,AIR.FR,115.38,115.66941176470601,116.06,561
2021-11-10,12,AIR.FR,115.86,116.07523809523836,116.34,525
2021-11-10,13,AIR.FR,116.02,116.33047619047599,116.54,399
2021-11-10,14,AIR.FR,116.08,116.38389312977094,116.6,524
2021-11-10,15,AIR.FR,115.78,116.10650176678455,116.5,566
2021-11-10,16,AIR.FR,116.04,116.29016697588114,116.56,539
2021-11-10,17,AIR.FR,116.14,116.26019230769238,116.4,312
2021-11-11,09,AIR.FR,116.0,116.33115923566882,116.78,785
2021-11-11,10,AIR.FR,115.94,116.23969742813904,116.68,661
2021-11-11,11,AIR.FR,115.6,115.87008025682206,116.18,623
2021-11-11,12,AIR.FR,114.96,115.53553287981872,116.22,882
2021-11-11,13,AIR.FR,114.66,115.07733656174337,115.36,413
2021-11-11,14,AIR.FR,114.26,114.57348591549292,114.82,568
2021-11-11,15,AIR.FR,113.94,114.21804375804372,114.68,777
2021-11-11,16,AIR.FR,114.28,114.48123839009314,114.68,646
2021-11-11,17,AIR.FR,114.5,114.59921348314576,114.7,356
2021-11-12,09,AIR.FR,113.9,114.42041932543302,115.1,1097
2021-11-12,10,AIR.FR,114.42,114.8500772797525,115.24,647
2021-11-12,11,AIR.FR,114.6,114.77454545454515,115.0,759
2021-11-12,12,AIR.FR,114.12,114.43995893223848,114.7,487
2021-11-12,13,AIR.FR,113.58,114.1113368983958,114.56,561
2021-11-12,14,AIR.FR,113.62,113.8094560669453,114.0,478
2021-11-12,15,AIR.FR,112.76,113.45431013431012,114.02,819
2021-11-12,16,AIR.FR,112.44,112.86370018975353,113.24,1054
2021-11-12,17,AIR.FR,112.14,112.50657142857139,112.68,490
2021-11-08,09,AKOM.FR,2.82,2.82,2.82,1
2021-11-09,09,AKOM.FR,2.82,2.82,2.82,1
2021-11-10,09,AKOM.FR,2.82,2.82,2.82,1
2021-11-10,14,AKOM.FR,2.48,2.6120000000000005,2.8,5
2021-11-11,09,AKOM.FR,2.4,2.435,2.48,4
2021-11-11,10,AKOM.FR,2.4,2.4,2.4,1
2021-11-12,09,AKOM.FR,2.4,2.4,2.4,1
2021-11-08,09,AKW.FR,22.6,23.008730158730152,23.4,63
2021-11-08,10,AKW.FR,22.8,22.905555555555555,23.0,9
2021-11-08,11,AKW.FR,22.7,22.797826086956523,22.9,23
2021-11-08,12,AKW.FR,22.85,22.89166666666667,22.9,6
2021-11-08,13,AKW.FR,22.85,22.95,23.0,7
2021-11-08,14,AKW.FR,22.85,22.850000000000005,22.85,3
2021-11-08,15,AKW.FR,22.85,22.975,23.0,10
2021-11-08,16,AKW.FR,22.8,22.924999999999997,23.0,8
2021-11-08,17,AKW.FR,22.9,22.95625,23.05,8
2021-11-09,09,AKW.FR,22.7,22.919565217391302,23.3,23
2021-11-09,10,AKW.FR,22.95,23.093333333333337,23.35,15
2021-11-09,11,AKW.FR,23.05,23.05,23.05,2
2021-11-09,12,AKW.FR,22.95,23.0,23.05,4
2021-11-09,13,AKW.FR,22.8,22.853846153846156,22.95,13
2021-11-09,14,AKW.FR,22.8,22.912500000000005,23.05,12
2021-11-09,15,AKW.FR,22.85,22.93888888888889,23.0,9
2021-11-09,16,AKW.FR,22.8,22.85,22.9,17
2021-11-09,17,AKW.FR,22.85,22.914285714285715,23.0,14
2021-11-10,09,AKW.FR,22.8,22.95,23.3,14
2021-11-10,10,AKW.FR,22.85,22.9,22.95,2
2021-11-10,11,AKW.FR,22.9,22.974999999999998,23.1,6
2021-11-10,12,AKW.FR,22.9,22.957142857142856,23.0,7
2021-11-10,13,AKW.FR,22.95,23.037499999999998,23.1,8
2021-11-10,14,AKW.FR,22.85,23.02777777777778,23.15,9
2021-11-10,15,AKW.FR,23.05,23.14,23.2,5
2021-11-10,16,AKW.FR,23.2,23.30714285714286,23.4,7
2021-11-10,17,AKW.FR,23.1,23.174999999999997,23.3,8
2021-11-11,09,AKW.FR,21.8,22.32171052631579,23.0,76
2021-11-11,10,AKW.FR,22.0,22.14642857142857,22.3,14
2021-11-11,11,AKW.FR,22.0,22.122727272727275,22.3,11
2021-11-11,12,AKW.FR,22.0,22.021875,22.15,16
2021-11-11,13,AKW.FR,22.0,22.071428571428573,22.1,7
2021-11-11,14,AKW.FR,22.0,22.058333333333337,22.1,6
2021-11-11,15,AKW.FR,22.0,22.025000000000006,22.1,16
2021-11-11,16,AKW.FR,22.1,22.112500000000004,22.15,4
2021-11-11,17,AKW.FR,22.0,22.1,22.2,16
2021-11-12,09,AKW.FR,22.0,22.512500000000003,22.8,20
2021-11-12,10,AKW.FR,21.95,22.075510204081628,22.4,49
2021-11-12,11,AKW.FR,21.95,22.043333333333333,22.15,15
2021-11-12,12,AKW.FR,22.15,22.2875,22.45,4
2021-11-12,13,AKW.FR,22.2,22.225,22.25,2
2021-11-12,14,AKW.FR,22.2,22.21666666666667,22.25,3
2021-11-12,15,AKW.FR,22.1,22.316666666666666,22.4,12
2021-11-12,16,AKW.FR,22.1,22.1,22.1,2
2021-11-12,17,AKW.FR,22.0,22.118421052631575,22.2,19
2021-11-08,09,ASY.FR,30.9,30.98,31.0,5
2021-11-08,10,ASY.FR,31.0,31.0,31.0,1
2021-11-08,11,ASY.FR,30.9,30.96666666666667,31.0,3
2021-11-08,12,ASY.FR,30.9,30.933333333333334,31.0,3
2021-11-08,13,ASY.FR,30.9,30.924999999999997,31.0,4
2021-11-08,14,ASY.FR,30.9,30.9,30.9,1
2021-11-08,15,ASY.FR,30.8,30.833333333333332,30.9,3
2021-11-08,16,ASY.FR,30.8,30.9,31.0,2
2021-11-08,17,ASY.FR,30.8,30.96,31.0,5
2021-11-09,09,ASY.FR,31.1,31.100000000000005,31.1,3
2021-11-09,10,ASY.FR,31.1,31.100000000000005,31.1,3
2021-11-09,11,ASY.FR,31.0,31.0,31.0,1
2021-11-09,13,ASY.FR,31.1,31.1,31.1,1
2021-11-09,14,ASY.FR,30.95,30.975,31.0,2
2021-11-09,15,ASY.FR,31.0,31.0,31.0,1
2021-11-09,16,ASY.FR,30.75,30.86923076923077,31.0,13
2021-11-09,17,ASY.FR,30.6,30.700000000000003,30.8,11
2021-11-10,09,ASY.FR,31.05,31.637037037037047,32.2,54
2021-11-10,10,ASY.FR,31.95,32.20882352941176,32.5,17
2021-11-10,11,ASY.FR,32.0,32.328070175438576,32.9,57
2021-11-10,12,ASY.FR,32.4,32.5,32.65,3
2021-11-10,13,ASY.FR,32.45,32.516666666666666,32.65,6
2021-11-10,14,ASY.FR,32.75,32.75,32.75,1
2021-11-10,15,ASY.FR,31.0,32.01666666666667,32.45,15
2021-11-10,16,ASY.FR,32.05,32.275000000000006,32.65,12
2021-11-10,17,ASY.FR,32.05,32.1625,32.25,12
2021-11-11,09,ASY.FR,31.9,32.11818181818182,32.3,11
2021-11-11,10,ASY.FR,32.0,32.4267441860465,32.8,43
2021-11-11,11,ASY.FR,32.35,32.49999999999999,32.65,14
2021-11-11,12,ASY.FR,32.25,32.375,32.55,6
2021-11-11,13,ASY.FR,32.25,32.375,32.5,2
2021-11-11,14,ASY.FR,32.25,32.3,32.45,4
2021-11-11,15,ASY.FR,32.2,32.28124999999999,32.5,8
2021-11-11,16,ASY.FR,32.2,32.35333333333333,32.5,15
2021-11-11,17,ASY.FR,32.05,32.25333333333333,32.5,15
2021-11-12,09,ASY.FR,32.3,32.375,32.4,6
2021-11-12,10,ASY.FR,32.2,32.3,32.35,6
2021-11-12,11,ASY.FR,31.8,32.01395348837209,32.3,43
2021-11-12,12,ASY.FR,31.7,31.92499999999999,32.3,26
2021-11-12,13,ASY.FR,31.9,31.9,31.9,2
2021-11-12,14,ASY.FR,31.9,32.01,32.1,5
2021-11-12,15,ASY.FR,31.9,32.083333333333336,32.25,3
2021-11-12,16,ASY.FR,32.2,32.260000000000005,32.35,10
2021-11-12,17,ASY.FR,32.25,32.266666666666666,32.3,3
2021-11-08,09,ATE.FR,149.1,149.94444444444449,150.7,54
2021-11-08,10,ATE.FR,149.1,149.87777777777777,150.5,27
2021-11-08,11,ATE.FR,150.2,150.5121212121212,150.9,33
2021-11-08,12,ATE.FR,149.4,149.95714285714283,150.7,70
2021-11-08,13,ATE.FR,149.3,149.64912280701756,150.0,57
2021-11-08,14,ATE.FR,149.5,150.08297872340427,150.9,47
2021-11-08,15,ATE.FR,150.1,150.50000000000006,151.0,58
2021-11-08,16,ATE.FR,150.5,150.81052631578945,151.0,38
2021-11-08,17,ATE.FR,150.9,151.08857142857138,151.5,35
2021-11-09,09,ATE.FR,151.2,152.4382716049383,153.5,81
2021-11-09,10,ATE.FR,152.5,152.82575757575762,153.3,66
2021-11-09,11,ATE.FR,152.0,152.45000000000005,152.9,46
2021-11-09,12,ATE.FR,151.8,152.04411764705884,152.5,34
2021-11-09,13,ATE.FR,151.5,151.7560975609756,152.0,41
2021-11-09,14,ATE.FR,151.4,151.78125000000009,152.2,48
2021-11-09,15,ATE.FR,151.9,152.21999999999997,152.5,80
2021-11-09,16,ATE.FR,151.6,151.92045454545456,152.2,88
2021-11-09,17,ATE.FR,151.6,151.78070175438603,152.1,57
