Date,Hour,ID,Min,Mean,Max,Count
2021-11-08,10:00,CDA.FR,16.02,16.056222222222225,16.08,30
2021-11-08,10:00,CEN.FR,67.5,67.5,67.5,2
2021-11-08,10:00,CGG.FR,0.682,0.6864120120120119,0.692,111
2021-11-08,10:00,CGGBS.FR,0.0062,0.0062,0.0062,3
2021-11-08,10:00,CGM.FR,25.0,25.05,25.1,2
2021-11-08,10:00,COM.FR,12.1,12.1,12.1,1
2021-11-08,10:00,COVH.FR,16.25,16.372500000000002,16.4125,5
2021-11-08,10:00,COX.FR,3.16,3.1626666666666665,3.17,6
2021-11-08,10:00,CS.FR,25.425,25.498132660993143,25.550000000000004,631
2021-11-08,10:00,DBG.FR,10.45,10.484714285714286,10.51,35
2021-11-08,10:00,DLTA.FR,89.55,89.57499999999999,89.6,2
2021-11-08,10:00,DVT.FR,168.5,168.5,168.5,3
2021-11-08,10:00,EC.FR,136.83333333333334,137.01666666666668,137.25,5
2021-11-08,10:00,ECP.FR,0.7895000000000001,0.7895000000000001,0.7895000000000001,1
2021-11-08,10:00,ELIOR.FR,6.49,6.508310810810811,6.525,37
2021-11-08,10:00,ELIS.FR,16.49,16.542340740740734,16.6,135
2021-11-08,10:00,ENGI.FR,12.752,12.809338400800403,12.846,587
2021-11-08,10:00,ES.FR,14.35,14.55625,14.7,10
2021-11-08,10:00,ETL.FR,12.545,12.582115341419586,12.61,106
2021-11-08,10:00,FDJ.FR,45.08,45.24401204159827,45.38,87
2021-11-08,10:00,FGR.FR,92.94,93.31359056603773,93.7,265
2021-11-08,10:00,FNAC.FR,57.4,57.658,57.8,25
2021-11-08,10:00,FPN.FR,0.0366,0.0366,0.0366,1
2021-11-08,10:00,GLO.FR,19.6,19.66090909090909,19.72,11
2021-11-08,10:00,GNFT.FR,3.142,3.1462499999999998,3.15,8
2021-11-08,10:00,GPE.FR,29.6,29.8,30.0,2
2021-11-08,10:00,GRVO.FR,130.5,131.24166666666667,132.0,12
2021-11-08,10:00,GUI.FR,14.34,14.461505376344086,14.6,31
2021-11-08,10:00,GV.FR,0.368,0.36998690476190477,0.3722,14
2021-11-08,10:00,HEXA.FR,42.4,42.4,42.4,1
2021-11-08,10:00,HOLN.FR,44.47,44.66294117647059,44.77,17
2021-11-08,10:00,INEA.FR,44.3,44.3,44.3,1
2021-11-08,10:00,IPH.FR,4.746,4.771952201257863,4.81,53
2021-11-08,10:00,IPS.FR,41.35,41.58225308641976,41.75,81
2021-11-08,10:00,JBOG.FR,12.05,12.11625,12.24,4
2021-11-08,10:00,KORI.FR,29.4,29.454,29.540000000000003,30
2021-11-08,10:00,LACR.FR,37.4,37.4,37.4,2
2021-11-08,10:00,LAT.FR,0.5145,0.5163229166666669,0.517,16
2021-11-08,10:00,LBIRD.FR,20.025,20.134722222222223,20.2,6
2021-11-08,10:00,LI.FR,21.91,22.028020833333333,22.24,104
2021-11-08,10:00,LOCAL.FR,1.3109333333333333,1.3141897435897436,1.3188,13
2021-11-08,10:00,LSS.FR,36.5,36.593125,36.75,8
2021-11-08,10:00,LUCBS.FR,0.0455,0.0455,0.0455,1
2021-11-08,10:00,MAAT.FR,13.65,14.005117897727276,14.4,80
2021-11-08,10:00,MBWS.FR,1.41,1.4191666666666665,1.425,3
2021-11-08,10:00,MCPHY.FR,22.5,22.637593551587297,22.886666666666667,80
2021-11-08,10:00,MDM.FR,20.28,20.330000000000002,20.38,22
2021-11-08,10:00,MTU.FR,29.400000000000002,29.46428571428571,29.55,7
2021-11-08,10:00,NEX.FR,88.15,88.79004192872118,89.05,53
2021-11-08,10:00,NHOA.FR,19.913333333333334,19.916666666666668,19.92,2
2021-11-08,10:00,NK.FR,37.54,37.66637606837607,37.84,78
2021-11-08,10:00,NOKIA.FR,5.095,5.1030875,5.113,24
2021-11-08,10:00,NVD3.FR,306.6526,312.06012499999997,314.5879,4
2021-11-08,10:00,ORAPB.FR,1.0,1.0,1.0,1
2021-11-08,10:00,ORP.FR,93.59999999999998,93.86342423901635,94.24,108
2021-11-08,10:00,PAR.FR,54.5,55.0,55.5,2
2021-11-08,10:00,PAT.FR,17.0,17.0,17.0,1
2021-11-08,10:00,PERR.FR,83.8,83.8,83.8,1
2021-11-08,10:00,PEUG.FR,130.2,130.3085714285714,130.6,7
2021-11-08,10:00,PIG.FR,5.045,5.065666666666666,5.082,3
2021-11-08,10:00,POM.FR,23.38,23.55251231527093,23.68,29
2021-11-08,10:00,PREC.FR,34.0,34.0,34.0,1
2021-11-08,10:00,PSAT.FR,6.26,6.26,6.26,2
2021-11-08,10:00,QDT.FR,21.24,21.361250000000002,21.48,24
2021-11-08,10:00,RE.FR,135.0,135.0,135.0,2
2021-11-08,10:00,RF.FR,79.15,79.31111111111112,79.45,27
2021-11-08,10:00,RIN.FR,57.8,57.923333333333325,58.2,15
2021-11-08,10:00,ROTH.FR,39.85,40.11332080200501,40.45,133
2021-11-08,10:00,SAMS.FR,203.0,203.5,204.0,2
2021-11-08,10:00,SEV.FR,19.69,19.695399999999992,19.7,25
2021-11-08,10:00,SFPI.FR,3.81,3.8225490196078433,3.83,17
2021-11-08,10:00,TBGBS.FR,0.0208,0.021899999999999992,0.024,6
2021-11-08,10:00,TCH.FR,2.648,2.6767,2.69,20
2021-11-08,10:00,TEP.FR,346.5,347.805997943694,350.1,574
2021-11-08,10:00,TFI.FR,8.91,8.932115384615383,8.965,26
2021-11-08,10:00,TOUP.FR,7.95,7.958,7.96,5
2021-11-08,10:00,TRI.FR,165.7,166.21160714285716,166.5,28
2021-11-08,10:00,UBI.FR,46.65,46.80783213472685,47.06,171
2021-11-08,10:00,UFF.FR,17.9,17.975,18.05,2
2021-11-08,10:00,VCT.FR,38.35,38.43611111111111,38.55,18
2021-11-08,10:00,VIL.FR,5.88,5.88,5.88,1
2021-11-08,10:00,VK.FR,7.04,7.108155161655159,7.2,111
2021-11-08,10:00,VMGBS.FR,0.005,0.005,0.005,1
2021-11-08,10:00,VRAP.FR,17.85,17.85,17.85,1
2021-11-08,10:00,XFAB.FR,9.575,9.621321138211382,9.67,41
2021-11-08,11:00,ABEO.FR,14.55,14.560714285714287,14.571428571428571,2
2021-11-08,11:00,ABVX.FR,27.7,27.80238095238095,27.916666666666668,7
2021-11-08,11:00,ACA.FR,13.286,13.34345740490109,13.386000000000001,451
2021-11-08,11:00,ACAN.FR,0.518,0.52,0.522,2
2021-11-08,11:00,ADVIC.FR,8.75,8.931179453262786,9.06,18
2021-11-08,11:00,AFME.FR,6.0,6.035,6.07,2
2021-11-08,11:00,AIR.FR,114.28,114.87068519783304,115.22,878
2021-11-08,11:00,AKW.FR,22.7,22.79886363636364,22.9,22
2021-11-08,11:00,ASY.FR,30.9,30.96666666666667,31.0,3
2021-11-08,11:00,ATE.FR,150.2,150.51041666666666,150.9,32
2021-11-08,11:00,AUB.FR,56.650000000000006,57.07592592592593,57.3,18
2021-11-08,11:00,AURE.FR,8.8,8.888,8.94,5
2021-11-08,11:00,AURS.FR,25.5,25.5,25.5,1
2021-11-08,11:00,AVT.FR,0.0623,0.06388749999999999,0.0647,8
2021-11-08,11:00,BLC.FR,42.3,42.385714285714286,42.45,7
2021-11-08,11:00,BN.FR,56.87428571428571,56.931116350960274,57.0,362
2021-11-08,11:00,BON.FR,22.25,22.25,22.25,1
2021-11-08,11:00,CAP.FR,211.2,211.48405994615368,211.9,143
2021-11-08,11:00,CAPLI.FR,24.6,24.674999999999997,24.7,4
2021-11-08,11:00,CARM.FR,13.52,13.636379310344825,13.74,29
2021-11-08,11:00,CBOT.FR,3.74,3.74,3.74,1
2021-11-08,11:00,CDA.FR,15.92,15.968412698412699,16.05142857142857,18
2021-11-08,11:00,CEN.FR,67.4,67.4,67.4,1
2021-11-08,11:00,CGG.FR,0.6796,0.6858327022841656,0.692,123
2021-11-08,11:00,CGGBS.FR,0.0062,0.0062,0.0062,2
2021-11-08,11:00,CGM.FR,25.0,25.025,25.05,2
2021-11-08,11:00,CNV.FR,7.097142857142857,7.228571428571429,7.36,2
2021-11-08,11:00,COM.FR,11.65,11.825,12.0,2
2021-11-08,11:00,COX.FR,3.175,3.175,3.175,2
2021-11-08,11:00,CS.FR,25.47,25.556895394330493,25.62,521
2021-11-08,11:00,DBG.FR,10.47,10.514134615384618,10.57,26
2021-11-08,11:00,DGE.FR,44.0,44.095,44.19,2
2021-11-08,11:00,DLTA.FR,90.0,90.4,90.8,4
2021-11-08,11:00,DVT.FR,168.5,168.5,168.5,3
2021-11-08,11:00,EC.FR,138.0,138.0,138.0,1
2021-11-08,11:00,ECP.FR,0.7985,0.7987500000000001,0.799,2
2021-11-08,11:00,ELIOR.FR,6.465,6.503571428571429,6.54,42
2021-11-08,11:00,ELIS.FR,16.55,16.585000000000004,16.61,101
2021-11-08,11:00,ENGI.FR,12.757999999999997,12.780179769076305,12.8,332
2021-11-08,11:00,ES.FR,14.5,14.5,14.5,7
2021-11-08,11:00,ESI.FR,69.4,69.4,69.4,1
2021-11-08,11:00,ETL.FR,12.555,12.63700194805195,12.699000000000002,110
2021-11-08,11:00,FATL.FR,43.4,43.4,43.4,1
2021-11-08,11:00,FDJ.FR,45.330000000000005,45.43975670963653,45.5,104
2021-11-08,11:00,FGR.FR,92.92,93.15835512510091,93.5,177
2021-11-08,11:00,FNAC.FR,57.6,57.710526315789465,57.79999999999999,19
2021-11-08,11:00,FPN.FR,0.0374,0.037457142857142856,0.0378,7
2021-11-08,11:00,GALIM.FR,16.8,16.8,16.8,1
2021-11-08,11:00,GLO.FR,19.58,19.621666666666666,19.66,6
2021-11-08,11:00,GNFT.FR,3.15,3.1601538461538468,3.17,13
2021-11-08,11:00,GRVO.FR,132.0,133.51041666666669,134.5,16
2021-11-08,11:00,GUI.FR,14.479999999999999,14.581874999999998,14.65,16
2021-11-08,11:00,GV.FR,0.367,0.36916,0.3718,15
2021-11-08,11:00,HDP.FR,2.1,2.1,2.1,1
2021-11-08,11:00,HEXA.FR,42.2,42.32,42.4,5
2021-11-08,11:00,HOLN.FR,44.61,44.658064102564104,44.75,65
2021-11-08,11:00,IPH.FR,4.78,4.806433333333334,4.83,15
2021-11-08,11:00,IPS.FR,41.199999999999996,41.270833333333336,41.35,24
2021-11-08,11:00,KORI.FR,29.28,29.34222222222222,29.42,45
2021-11-08,11:00,LAT.FR,0.518,0.5210833333333333,0.524,3
2021-11-08,11:00,LBIRD.FR,20.15,20.200000000000003,20.3,4
2021-11-08,11:00,LI.FR,21.95,22.0629401126863,22.225,131
2021-11-08,11:00,LOCAL.FR,1.3111,1.3129,1.3158,10
2021-11-08,11:00,LSS.FR,36.7,36.7,36.7,3
2021-11-08,11:00,MAAT.FR,13.8,13.982327586206896,14.2,29
2021-11-08,11:00,MBWS.FR,1.425,1.438611111111111,1.45,6
2021-11-08,11:00,MCPHY.FR,22.52,22.63178063135367,22.75,89
2021-11-08,11:00,MDM.FR,20.3,20.405700000000003,20.5,40
2021-11-08,11:00,MLAA.FR,2.75,2.75,2.75,2
2021-11-08,11:00,MTU.FR,29.45,29.612962962962968,29.8,9
2021-11-08,11:00,NEX.FR,88.75,89.01545138888889,89.3,48
2021-11-08,11:00,NHOA.FR,19.92,19.92,19.92,1
2021-11-08,11:00,NK.FR,37.26,37.36726082251083,37.6,66
2021-11-08,11:00,NOKIA.FR,5.099,5.107578947368419,5.113,19
2021-11-08,11:00,NVD3.FR,312.2,312.2,312.2,3
2021-11-08,11:00,ORAP.FR,6.0,6.003846153846154,6.01,13
2021-11-08,11:00,ORIA.FR,185.0,185.0,185.0,1
2021-11-08,11:00,ORP.FR,93.44,93.67866178266178,93.82,91
2021-11-08,11:00,PAR.FR,55.25,55.25,55.25,1
2021-11-08,11:00,PERR.FR,83.8,83.8,83.8,1
2021-11-08,11:00,PEUG.FR,130.4,130.5,130.6,4
2021-11-08,11:00,PIG.FR,5.06,5.06,5.06,3
2021-11-08,11:00,POM.FR,23.5,23.68446666666667,23.76,30
2021-11-08,11:00,PREC.FR,34.207499999999996,34.208749999999995,34.21,2
2021-11-08,11:00,PSAT.FR,6.44,6.44,6.44,1
2021-11-08,11:00,QDT.FR,21.22,21.41293144208038,21.600000000000005,47
2021-11-08,11:00,RE.FR,134.66666666666666,135.05555555555554,135.5,3
2021-11-08,11:00,RF.FR,79.35,79.45555555555555,79.6,27
2021-11-08,11:00,RIN.FR,57.7,58.29533333333333,58.6,25
2021-11-08,11:00,ROTH.FR,40.1,40.15182291666668,40.35,48
2021-11-08,11:00,SEC.FR,0.81,0.81,0.81,1
2021-11-08,11:00,SELER.FR,94.0,94.0,94.0,1
2021-11-08,11:00,SEV.FR,19.695,19.698,19.7,20
2021-11-08,11:00,SFPI.FR,3.82,3.827902083333332,3.837749999999999,40
2021-11-08,11:00,TBGBS.FR,0.021,0.021857142857142856,0.024,7
2021-11-08,11:00,TCH.FR,2.684,2.70920987654321,2.728,27
2021-11-08,11:00,TEP.FR,348.7,349.6855885962429,350.6,321
2021-11-08,11:00,TFI.FR,8.89,8.918472222222219,8.93,27
2021-11-08,11:00,TIPI.FR,68.0,68.0,68.0,2
2021-11-08,11:00,TRI.FR,166.2,166.60584415584415,167.0,22
2021-11-08,11:00,UBI.FR,46.85999999999999,46.99647993827161,47.19,108
2021-11-08,11:00,UFF.FR,17.8,17.85,17.9,2
2021-11-08,11:00,VCT.FR,38.4,38.46281249999999,38.65,64
2021-11-08,11:00,VIL.FR,5.825,5.848333333333333,5.88,3
2021-11-08,11:00,VK.FR,7.01,7.082889417319956,7.137499999999999,112
2021-11-08,11:00,VRAP.FR,17.9,17.9,17.9,1
2021-11-08,11:00,XFAB.FR,9.5,9.557003267973856,9.61,51
2021-11-08,12:00,ABVX.FR,27.5,27.55,27.6,5
2021-11-08,12:00,ACA.FR,13.294,13.344883887249136,13.386000000000001,479
2021-11-08,12:00,ADUX.FR,2.14,2.14,2.14,1
2021-11-08,12:00,ADVIC.FR,8.797999999999998,8.866791666666668,8.942,12
2021-11-08,12:00,AFME.FR,6.0,6.0,6.0,1
2021-11-08,12:00,AIR.FR,114.6,114.93333439784257,115.26,549
2021-11-08,12:00,AKW.FR,22.85,22.891666666666666,22.9,6
2021-11-08,12:00,ASY.FR,30.9,30.933333333333334,31.0,3
2021-11-08,12:00,ATE.FR,149.4,149.96039215686275,150.7,68
2021-11-08,12:00,AUB.FR,56.9,57.00416666666666,57.1,8
2021-11-08,12:00,AURE.FR,8.9,8.915,8.92,4
2021-11-08,12:00,AURS.FR,25.2,25.35,25.5,2
2021-11-08,12:00,AVT.FR,0.0645,0.06451666666666667,0.06455,3
2021-11-08,12:00,BLC.FR,42.2,42.2875,42.4,6
2021-11-08,12:00,BN.FR,56.86,56.94114740245367,57.01,251
2021-11-08,12:00,BON.FR,22.349999999999998,22.380727272727274,22.45,25
2021-11-08,12:00,CAFO.FR,15.55,15.637500000000001,15.725000000000001,2
2021-11-08,12:00,CAP.FR,211.3,211.64117132867128,212.0,104
2021-11-08,12:00,CAPLI.FR,24.7,24.7,24.7,4
2021-11-08,12:00,CARM.FR,13.64,13.679305555555556,13.72,16
2021-11-08,12:00,CBOT.FR,3.73,3.73,3.73,1
2021-11-08,12:00,CDA.FR,15.96,15.985714285714286,16.0,14
2021-11-08,12:00,CEN.FR,66.6,66.84583333333333,67.15,4
2021-11-08,12:00,CGG.FR,0.6898,0.6930803797468357,0.6954666666666668,79
2021-11-08,12:00,CNV.FR,7.08,7.220000000000001,7.36,2
2021-11-08,12:00,COM.FR,11.633333333333333,11.816666666666666,12.0,2
2021-11-08,12:00,COX.FR,3.17,3.1750000000000003,3.18,3
2021-11-08,12:00,CS.FR,25.584999999999997,25.609846165821885,25.655,491
2021-11-08,12:00,DBG.FR,10.5,10.528825396825399,10.56,21
2021-11-08,12:00,DVT.FR,167.9,168.075,168.5,4
2021-11-08,12:00,EC.FR,138.0,138.25,138.5,2
2021-11-08,12:00,ECP.FR,0.787,0.7963333333333333,0.8,4
2021-11-08,12:00,ELIOR.FR,6.5,6.532095959595962,6.57,99
2021-11-08,12:00,ELIS.FR,16.58,16.636957547169825,16.67,159
2021-11-08,12:00,ENGI.FR,12.752,12.771940569518927,12.796,402
2021-11-08,12:00,ES.FR,14.5,14.62,14.7,5
2021-11-08,12:00,ESI.FR,68.8,69.1111111111111,69.33333333333333,3
2021-11-08,12:00,ETL.FR,12.65,12.674122321428575,12.698437499999997,50
2021-11-08,12:00,FDJ.FR,45.16,45.30594907407407,45.53,192
2021-11-08,12:00,FGR.FR,92.92,93.02576190476192,93.22,112
2021-11-08,12:00,FNAC.FR,57.4,57.58225806451613,57.70000000000001,31
2021-11-08,12:00,FPN.FR,0.0378,0.03795,0.038,4
2021-11-08,12:00,GLO.FR,19.48,19.55142857142857,19.6,7
2021-11-08,12:00,GNFT.FR,3.1448,3.1537,3.16,4
2021-11-08,12:00,GRVO.FR,132.28571428571428,135.24659863945578,138.0,14
2021-11-08,12:00,GUI.FR,14.66,14.81490783410138,14.978333333333333,31
2021-11-08,12:00,GV.FR,0.367,0.36773750000000005,0.36920000000000003,8
2021-11-08,12:00,HEXA.FR,42.4,42.4,42.4,1
